,fips,County,Year,Citizens,State
1961,48155,Foard County,2011,1320,Texas
1962,48157,Fort Bend County,2011,607264,Texas
1963,48159,Franklin County,2011,10621,Texas
1964,48161,Freestone County,2011,19816,Texas
1965,48163,Frio County,2011,17505,Texas
1966,48165,Gaines County,2011,17901,Texas
1967,48167,Galveston County,2011,296482,Texas
1968,48169,Garza County,2011,6474,Texas
1969,48171,Gillespie County,2011,25054,Texas
1970,48173,Glasscock County,2011,1244,Texas
1971,48175,Goliad County,2011,7251,Texas
1972,48177,Gonzales County,2011,19923,Texas
1973,48179,Gray County,2011,22465,Texas
1974,48181,Grayson County,2011,122332,Texas
1975,48183,Gregg County,2011,121963,Texas
1976,48185,Grimes County,2011,26778,Texas
1977,48187,Guadalupe County,2011,135107,Texas
1978,48189,Hale County,2011,35942,Texas
1979,48191,Hall County,2011,3316,Texas
1980,48193,Hamilton County,2011,8508,Texas
1981,48195,Hansford County,2011,5596,Texas
1982,48197,Hardeman County,2011,4114,Texas
1983,48199,Hardin County,2011,54920,Texas
1984,48201,Harris County,2011,4160458,Texas
1985,48203,Harrison County,2011,65764,Texas
1986,48205,Hartley County,2011,6012,Texas
1987,48207,Haskell County,2011,5892,Texas
1988,48209,Hays County,2011,164380,Texas
1989,48211,Hemphill County,2011,3809,Texas
1990,48213,Henderson County,2011,78952,Texas
1991,48215,Hidalgo County,2011,784898,Texas
1992,48217,Hill County,2011,35228,Texas
1993,48219,Hockley County,2011,22932,Texas
1994,48221,Hood County,2011,52204,Texas
1995,48223,Hopkins County,2011,35344,Texas
1996,48225,Houston County,2011,23668,Texas
1997,48227,Howard County,2011,35172,Texas
1998,48229,Hudspeth County,2011,3622,Texas
1999,48231,Hunt County,2011,87309,Texas
2000,48233,Hutchinson County,2011,22132,Texas
2001,48235,Irion County,2011,1588,Texas
2002,48237,Jack County,2011,9021,Texas
2003,48239,Jackson County,2011,14163,Texas
2004,48241,Jasper County,2011,35728,Texas
2005,48243,Jeff Davis County,2011,2332,Texas
2006,48245,Jefferson County,2011,252579,Texas
2007,48247,Jim Hogg County,2011,5294,Texas
2008,48249,Jim Wells County,2011,40834,Texas
2009,48251,Johnson County,2011,153209,Texas
2010,48253,Jones County,2011,20150,Texas
2011,48255,Karnes County,2011,14919,Texas
2012,48257,Kaufman County,2011,106169,Texas
2013,48259,Kendall County,2011,34769,Texas
2014,48261,Kenedy County,2011,416,Texas
2015,48263,Kent County,2011,798,Texas
2016,48265,Kerr County,2011,49933,Texas
2017,48267,Kimble County,2011,4578,Texas
2018,48269,King County,2011,284,Texas
2019,48271,Kinney County,2011,3616,Texas
2020,48273,Kleberg County,2011,31957,Texas
2021,48275,Knox County,2011,3711,Texas
2022,48277,Lamar County,2011,49782,Texas
2023,48279,Lamb County,2011,13885,Texas
2024,48281,Lampasas County,2011,19852,Texas
2025,48283,La Salle County,2011,6957,Texas
2026,48285,Lavaca County,2011,19358,Texas
2027,48287,Lee County,2011,16669,Texas
2028,48289,Leon County,2011,16853,Texas
2029,48291,Liberty County,2011,76827,Texas
2030,48293,Limestone County,2011,23402,Texas
2031,48295,Lipscomb County,2011,3307,Texas
2032,48297,Live Oak County,2011,11603,Texas
2033,48299,Llano County,2011,19561,Texas
2034,48301,Loving County,2011,89,Texas
2035,48303,Lubbock County,2011,282084,Texas
2036,48305,Lynn County,2011,5910,Texas
2037,48307,McCulloch County,2011,8251,Texas
2038,48309,McLennan County,2011,237088,Texas
2039,48311,McMullen County,2011,711,Texas
2040,48313,Madison County,2011,13750,Texas
2041,48315,Marion County,2011,10468,Texas
2042,48317,Martin County,2011,4905,Texas
2043,48319,Mason County,2011,4042,Texas
2044,48321,Matagorda County,2011,36685,Texas
2045,48323,Maverick County,2011,54727,Texas
2046,48325,Medina County,2011,46552,Texas
2047,48327,Menard County,2011,2230,Texas
2048,48329,Midland County,2011,140839,Texas
2049,48331,Milam County,2011,24797,Texas
2050,48333,Mills County,2011,4938,Texas
2051,48335,Mitchell County,2011,9263,Texas
2052,48337,Montague County,2011,19706,Texas
2053,48339,Montgomery County,2011,470769,Texas
2054,48341,Moore County,2011,21857,Texas
2055,48343,Morris County,2011,12867,Texas
2056,48345,Motley County,2011,1208,Texas
2057,48347,Nacogdoches County,2011,64655,Texas
2058,48349,Navarro County,2011,48031,Texas
2059,48351,Newton County,2011,14367,Texas
2060,48353,Nolan County,2011,15163,Texas
2061,48355,Nueces County,2011,342672,Texas
2062,48357,Ochiltree County,2011,10192,Texas
2063,48359,Oldham County,2011,2060,Texas
2064,48361,Orange County,2011,82029,Texas
2065,48363,Palo Pinto County,2011,28205,Texas
2066,48365,Panola County,2011,23724,Texas
2067,48367,Parker County,2011,119336,Texas
2068,48369,Parmer County,2011,10224,Texas
2069,48371,Pecos County,2011,15525,Texas
2070,48373,Polk County,2011,45927,Texas
2071,48375,Potter County,2011,120919,Texas
2072,48377,Presidio County,2011,7720,Texas
2073,48379,Rains County,2011,11054,Texas
2074,48381,Randall County,2011,122447,Texas
2075,48383,Reagan County,2011,3408,Texas
2076,48385,Real County,2011,3327,Texas
2077,48387,Red River County,2011,12787,Texas
2078,48389,Reeves County,2011,13995,Texas
2079,48391,Refugio County,2011,7344,Texas
2080,48393,Roberts County,2011,926,Texas
2081,48395,Robertson County,2011,16693,Texas
2082,48397,Rockwall County,2011,80810,Texas
2083,48399,Runnels County,2011,10475,Texas
2084,48401,Rusk County,2011,53434,Texas
2085,48403,Sabine County,2011,10810,Texas
2086,48405,San Augustine County,2011,8791,Texas
2087,48407,San Jacinto County,2011,26637,Texas
2088,48409,San Patricio County,2011,65034,Texas
2089,48411,San Saba County,2011,6121,Texas
2090,48413,Schleicher County,2011,3398,Texas
2091,48415,Scurry County,2011,16913,Texas
2092,48417,Shackelford County,2011,3365,Texas
2093,48419,Shelby County,2011,25444,Texas
2094,48421,Sherman County,2011,3039,Texas
2095,48423,Smith County,2011,212002,Texas
2096,48425,Somervell County,2011,8549,Texas
2097,48427,Starr County,2011,61363,Texas
2098,48429,Stephens County,2011,9608,Texas
2099,48431,Sterling County,2011,1161,Texas
2100,48433,Stonewall County,2011,1475,Texas
2101,48435,Sutton County,2011,4086,Texas
2102,48437,Swisher County,2011,7814,Texas
2103,48439,Tarrant County,2011,1841130,Texas
2104,48441,Taylor County,2011,132189,Texas
2105,48443,Terrell County,2011,966,Texas
2106,48445,Terry County,2011,12610,Texas
2107,48447,Throckmorton County,2011,1627,Texas
2108,48449,Titus County,2011,32411,Texas
2109,48451,Tom Green County,2011,111112,Texas
2110,48453,Travis County,2011,1049382,Texas
2111,48455,Trinity County,2011,14682,Texas
2112,48457,Tyler County,2011,21752,Texas
2113,48459,Upshur County,2011,39531,Texas
2114,48461,Upton County,2011,3384,Texas
2115,48463,Uvalde County,2011,26454,Texas
2116,48465,Val Verde County,2011,48915,Texas
2117,48467,Van Zandt County,2011,52944,Texas
2118,48469,Victoria County,2011,87375,Texas
2119,48471,Walker County,2011,68374,Texas
2120,48473,Waller County,2011,44371,Texas
2121,48475,Ward County,2011,10776,Texas
2122,48477,Washington County,2011,33852,Texas
2123,48479,Webb County,2011,253149,Texas
2124,48481,Wharton County,2011,41317,Texas
2125,48483,Wheeler County,2011,5382,Texas
2126,48485,Wichita County,2011,131709,Texas
2127,48487,Wilbarger County,2011,13455,Texas
2128,48489,Willacy County,2011,22067,Texas
2129,48491,Williamson County,2011,438525,Texas
2130,48493,Wilson County,2011,43725,Texas
2131,48495,Winkler County,2011,7177,Texas
2132,48497,Wise County,2011,60122,Texas
2133,48499,Wood County,2011,42311,Texas
2134,48501,Yoakum County,2011,7958,Texas
2135,48503,Young County,2011,18493,Texas
2136,48505,Zapata County,2011,14037,Texas
2137,48507,Zavala County,2011,11711,Texas
2139,53001,Adams County,2011,18842,Washington
2140,53003,Asotin County,2011,21732,Washington
2141,53005,Benton County,2011,178136,Washington
2142,53007,Chelan County,2011,72968,Washington
2143,53009,Clallam County,2011,71996,Washington
2144,53011,Clark County,2011,431637,Washington
2145,53013,Columbia County,2011,4075,Washington
2146,53015,Cowlitz County,2011,103139,Washington
2147,53017,Douglas County,2011,38924,Washington
2148,53019,Ferry County,2011,7564,Washington
2149,53021,Franklin County,2011,79961,Washington
2150,53023,Garfield County,2011,2263,Washington
2151,53025,Grant County,2011,90035,Washington
2152,53027,Grays Harbor County,2011,72920,Washington
2153,53029,Island County,2011,79169,Washington
2154,53031,Jefferson County,2011,30078,Washington
2155,53033,King County,2011,1964833,Washington
2156,53035,Kitsap County,2011,253216,Washington
2157,53037,Kittitas County,2011,41626,Washington
2158,53039,Klickitat County,2011,20515,Washington
2159,53041,Lewis County,2011,75917,Washington
2160,53043,Lincoln County,2011,10588,Washington
2161,53045,Mason County,2011,61227,Washington
2162,53047,Okanogan County,2011,41229,Washington
2163,53049,Pacific County,2011,21043,Washington
2164,53051,Pend Oreille County,2011,13067,Washington
2165,53053,Pierce County,2011,805892,Washington
2166,53055,San Juan County,2011,15920,Washington
2167,53057,Skagit County,2011,118150,Washington
2168,53059,Skamania County,2011,11164,Washington
2169,53061,Snohomish County,2011,724585,Washington
2170,53063,Spokane County,2011,476051,Washington
2171,53065,Stevens County,2011,43716,Washington
2172,53067,Thurston County,2011,256055,Washington
2173,53069,Wahkiakum County,2011,4028,Washington
2174,53071,Walla Walla County,2011,59018,Washington
2175,53073,Whatcom County,2011,203872,Washington
2176,53075,Whitman County,2011,45335,Washington
2177,53077,Yakima County,2011,244151,Washington
2179,12001,Alachua County,2012,252363,Florida
2180,12003,Baker County,2012,27390,Florida
2181,12005,Bay County,2012,172504,Florida
2182,12007,Bradford County,2012,28344,Florida
2183,12009,Brevard County,2012,555255,Florida
2184,12011,Broward County,2012,1793282,Florida
2185,12013,Calhoun County,2012,14616,Florida
2186,12015,Charlotte County,2012,165527,Florida
2187,12017,Citrus County,2012,142717,Florida
2188,12019,Clay County,2012,196466,Florida
2189,12021,Collier County,2012,334180,Florida
2190,12023,Columbia County,2012,68187,Florida
2191,12027,DeSoto County,2012,35445,Florida
2192,12029,Dixie County,2012,16483,Florida
2193,12031,Duval County,2012,883359,Florida
2194,12033,Escambia County,2012,301600,Florida
2195,12035,Flagler County,2012,99339,Florida
2196,12037,Franklin County,2012,11590,Florida
2197,12039,Gadsden County,2012,47332,Florida
2198,12041,Gilchrist County,2012,17233,Florida
2199,12043,Glades County,2012,13068,Florida
2200,12045,Gulf County,2012,15928,Florida
2201,12047,Hamilton County,2012,14690,Florida
2202,12049,Hardee County,2012,27623,Florida
2203,12051,Hendry County,2012,39679,Florida
2204,12053,Hernando County,2012,176796,Florida
2205,12055,Highlands County,2012,100261,Florida
2206,12057,Hillsborough County,2012,1275335,Florida
2207,12059,Holmes County,2012,19824,Florida
2208,12061,Indian River County,2012,142335,Florida
2209,12063,Jackson County,2012,49437,Florida
2210,12065,Jefferson County,2012,14654,Florida
2211,12067,Lafayette County,2012,8839,Florida
2212,12069,Lake County,2012,310261,Florida
2213,12071,Lee County,2012,648944,Florida
2214,12073,Leon County,2012,279265,Florida
2215,12075,Levy County,2012,40794,Florida
2216,12077,Liberty County,2012,8385,Florida
2217,12079,Madison County,2012,19074,Florida
2218,12081,Manatee County,2012,338873,Florida
2219,12083,Marion County,2012,337671,Florida
2220,12085,Martin County,2012,149976,Florida
2221,12086,Miami-Dade County,2012,2556583,Florida
2222,12087,Monroe County,2012,73520,Florida
2223,12089,Nassau County,2012,76092,Florida
2224,12091,Okaloosa County,2012,186701,Florida
2225,12093,Okeechobee County,2012,40338,Florida
2226,12095,Orange County,2012,1198107,Florida
2227,12097,Osceola County,2012,290751,Florida
2228,12099,Palm Beach County,2012,1356980,Florida
2229,12101,Pasco County,2012,481353,Florida
2230,12103,Pinellas County,2012,929798,Florida
2231,12105,Polk County,2012,625633,Florida
2232,12107,Putnam County,2012,74322,Florida
2233,12109,St. Johns County,2012,204306,Florida
2234,12111,St. Lucie County,2012,287004,Florida
2235,12113,Santa Rosa County,2012,157588,Florida
2236,12115,Sarasota County,2012,389942,Florida
2237,12117,Seminole County,2012,432739,Florida
2238,12119,Sumter County,2012,101272,Florida
2239,12121,Suwannee County,2012,42140,Florida
2240,12123,Taylor County,2012,22360,Florida
2241,12125,Union County,2012,15402,Florida
2242,12127,Volusia County,2012,506360,Florida
2243,12129,Wakulla County,2012,31155,Florida
2244,12131,Walton County,2012,58672,Florida
2245,12133,Washington County,2012,24892,Florida
2247,48001,Anderson County,2012,58369,Texas
2248,48003,Andrews County,2012,15528,Texas
2249,48005,Angelina County,2012,86842,Texas
2250,48007,Aransas County,2012,23298,Texas
2251,48009,Archer County,2012,8995,Texas
2252,48011,Armstrong County,2012,1899,Texas
2253,48013,Atascosa County,2012,46110,Texas
2254,48015,Austin County,2012,28762,Texas
2255,48017,Bailey County,2012,7134,Texas
2256,48019,Bandera County,2012,21007,Texas
2257,48021,Bastrop County,2012,77040,Texas
2258,48023,Baylor County,2012,3694,Texas
2259,48025,Bee County,2012,32022,Texas
2260,48027,Bell County,2012,320266,Texas
2261,48029,Bexar County,2012,1775055,Texas
2262,48031,Blanco County,2012,10763,Texas
2263,48033,Borden County,2012,642,Texas
2264,48035,Bosque County,2012,18322,Texas
2265,48037,Bowie County,2012,92955,Texas
2266,48039,Brazoria County,2012,325806,Texas
2267,48041,Brazos County,2012,201949,Texas
2268,48043,Brewster County,2012,9239,Texas
2269,48045,Briscoe County,2012,1610,Texas
2270,48047,Brooks County,2012,7198,Texas
2271,48049,Brown County,2012,38065,Texas
2272,48051,Burleson County,2012,17454,Texas
2273,48053,Burnet County,2012,43780,Texas
2274,48055,Caldwell County,2012,39210,Texas
2275,48057,Calhoun County,2012,21421,Texas
2276,48059,Callahan County,2012,13645,Texas
2277,48061,Cameron County,2012,410146,Texas
2278,48063,Camp County,2012,12541,Texas
2279,48065,Carson County,2012,6145,Texas
2280,48067,Cass County,2012,30387,Texas
2281,48069,Castro County,2012,7974,Texas
2282,48071,Chambers County,2012,36733,Texas
2283,48073,Cherokee County,2012,51224,Texas
2284,48075,Childress County,2012,7096,Texas
2285,48077,Clay County,2012,10687,Texas
2286,48079,Cochran County,2012,3062,Texas
2287,48081,Coke County,2012,3328,Texas
2288,48083,Coleman County,2012,8782,Texas
2289,48085,Collin County,2012,831759,Texas
2290,48087,Collingsworth County,2012,3035,Texas
2291,48089,Colorado County,2012,20948,Texas
2292,48091,Comal County,2012,117349,Texas
2293,48093,Comanche County,2012,13865,Texas
2294,48095,Concho County,2012,4129,Texas
2295,48097,Cooke County,2012,38913,Texas
2296,48099,Coryell County,2012,75326,Texas
2297,48101,Cottle County,2012,1480,Texas
2298,48103,Crane County,2012,4468,Texas
2299,48105,Crockett County,2012,3670,Texas
2300,48107,Crosby County,2012,5994,Texas
2301,48109,Culberson County,2012,2354,Texas
2302,48111,Dallam County,2012,6811,Texas
2303,48113,Dallas County,2012,2426925,Texas
2304,48115,Dawson County,2012,13563,Texas
2305,48117,Deaf Smith County,2012,19236,Texas
2306,48119,Delta County,2012,5257,Texas
2307,48121,Denton County,2012,706222,Texas
2308,48123,DeWitt County,2012,20117,Texas
2309,48125,Dickens County,2012,2398,Texas
2310,48127,Dimmit County,2012,10065,Texas
2311,48129,Donley County,2012,3635,Texas
2312,48131,Duval County,2012,11656,Texas
2313,48133,Eastland County,2012,18524,Texas
2314,48135,Ector County,2012,142688,Texas
2315,48137,Edwards County,2012,1985,Texas
2316,48139,Ellis County,2012,156233,Texas
2317,48141,El Paso County,2012,809565,Texas
2318,48143,Erath County,2012,38910,Texas
2319,48145,Falls County,2012,17748,Texas
2320,48147,Fannin County,2012,34215,Texas
2321,48149,Fayette County,2012,24732,Texas
2322,48151,Fisher County,2012,3947,Texas
2323,48153,Floyd County,2012,6310,Texas
2324,48155,Foard County,2012,1305,Texas
2325,48157,Fort Bend County,2012,629838,Texas
2326,48159,Franklin County,2012,10639,Texas
2327,48161,Freestone County,2012,19815,Texas
2328,48163,Frio County,2012,17794,Texas
2329,48165,Gaines County,2012,18276,Texas
2330,48167,Galveston County,2012,301658,Texas
2331,48169,Garza County,2012,6487,Texas
2332,48171,Gillespie County,2012,25273,Texas
2333,48173,Glasscock County,2012,1262,Texas
2334,48175,Goliad County,2012,7293,Texas
2335,48177,Gonzales County,2012,20036,Texas
2336,48179,Gray County,2012,22394,Texas
2337,48181,Grayson County,2012,123789,Texas
2338,48183,Gregg County,2012,122181,Texas
2339,48185,Grimes County,2012,26976,Texas
2340,48187,Guadalupe County,2012,138680,Texas
2341,48189,Hale County,2012,35678,Texas
2342,48191,Hall County,2012,3280,Texas
2343,48193,Hamilton County,2012,8505,Texas
2344,48195,Hansford County,2012,5579,Texas
2345,48197,Hardeman County,2012,4090,Texas
2346,48199,Hardin County,2012,55206,Texas
2347,48201,Harris County,2012,4227728,Texas
2348,48203,Harrison County,2012,65884,Texas
2349,48205,Hartley County,2012,5963,Texas
2350,48207,Haskell County,2012,5882,Texas
2351,48209,Hays County,2012,171661,Texas
2352,48211,Hemphill County,2012,3811,Texas
2353,48213,Henderson County,2012,79370,Texas
2354,48215,Hidalgo County,2012,795028,Texas
2355,48217,Hill County,2012,35369,Texas
2356,48219,Hockley County,2012,22938,Texas
2357,48221,Hood County,2012,53246,Texas
2358,48223,Hopkins County,2012,35527,Texas
2359,48225,Houston County,2012,23606,Texas
2360,48227,Howard County,2012,35333,Texas
2361,48229,Hudspeth County,2012,3769,Texas
2362,48231,Hunt County,2012,88457,Texas
2363,48233,Hutchinson County,2012,22015,Texas
2364,48235,Irion County,2012,1580,Texas
2365,48237,Jack County,2012,8999,Texas
2366,48239,Jackson County,2012,14252,Texas
2367,48241,Jasper County,2012,35746,Texas
2368,48243,Jeff Davis County,2012,2322,Texas
2369,48245,Jefferson County,2012,252882,Texas
2370,48247,Jim Hogg County,2012,5288,Texas
2371,48249,Jim Wells County,2012,40832,Texas
2372,48251,Johnson County,2012,155478,Texas
2373,48253,Jones County,2012,20108,Texas
2374,48255,Karnes County,2012,15010,Texas
2375,48257,Kaufman County,2012,108976,Texas
2376,48259,Kendall County,2012,36128,Texas
2377,48261,Kenedy County,2012,419,Texas
2378,48263,Kent County,2012,789,Texas
2379,48265,Kerr County,2012,50242,Texas
2380,48267,Kimble County,2012,4551,Texas
2381,48269,King County,2012,283,Texas
2382,48271,Kinney County,2012,3635,Texas
2383,48273,Kleberg County,2012,31853,Texas
2384,48275,Knox County,2012,3704,Texas
2385,48277,Lamar County,2012,49775,Texas
2386,48279,Lamb County,2012,13794,Texas
2387,48281,Lampasas County,2012,20024,Texas
2388,48283,La Salle County,2012,7029,Texas
2389,48285,Lavaca County,2012,19452,Texas
2390,48287,Lee County,2012,16728,Texas
2391,48289,Leon County,2012,16905,Texas
2392,48291,Liberty County,2012,78014,Texas
2393,48293,Limestone County,2012,23417,Texas
2394,48295,Lipscomb County,2012,3313,Texas
2395,48297,Live Oak County,2012,11673,Texas
2396,48299,Llano County,2012,19822,Texas
2397,48301,Loving County,2012,97,Texas
2398,48303,Lubbock County,2012,285250,Texas
2399,48305,Lynn County,2012,5906,Texas
2400,48307,McCulloch County,2012,8218,Texas
2401,48309,McLennan County,2012,239278,Texas
2402,48311,McMullen County,2012,716,Texas
2403,48313,Madison County,2012,13834,Texas
2404,48315,Marion County,2012,10400,Texas
2405,48317,Martin County,2012,5011,Texas
2406,48319,Mason County,2012,4072,Texas
2407,48321,Matagorda County,2012,36668,Texas
2408,48323,Maverick County,2012,55197,Texas
2409,48325,Medina County,2012,47098,Texas
2410,48327,Menard County,2012,2219,Texas
2411,48329,Midland County,2012,144806,Texas
2412,48331,Milam County,2012,24839,Texas
2413,48333,Mills County,2012,4936,Texas
2414,48335,Mitchell County,2012,9123,Texas
2415,48337,Montague County,2012,19692,Texas
2416,48339,Montgomery County,2012,485788,Texas
2417,48341,Moore County,2012,21810,Texas
2418,48343,Morris County,2012,12801,Texas
2419,48345,Motley County,2012,1211,Texas
2420,48347,Nacogdoches County,2012,64787,Texas
2421,48349,Navarro County,2012,48223,Texas
2422,48351,Newton County,2012,14289,Texas
2423,48353,Nolan County,2012,15111,Texas
2424,48355,Nueces County,2012,345121,Texas
2425,48357,Ochiltree County,2012,10161,Texas
2426,48359,Oldham County,2012,2069,Texas
2427,48361,Orange County,2012,82222,Texas
2428,48363,Palo Pinto County,2012,28289,Texas
2429,48365,Panola County,2012,23652,Texas
2430,48367,Parker County,2012,121715,Texas
2431,48369,Parmer County,2012,10179,Texas
2432,48371,Pecos County,2012,15543,Texas
2433,48373,Polk County,2012,46440,Texas
2434,48375,Potter County,2012,120760,Texas
2435,48377,Presidio County,2012,7623,Texas
2436,48379,Rains County,2012,11192,Texas
2437,48381,Randall County,2012,124175,Texas
2438,48383,Reagan County,2012,3450,Texas
2439,48385,Real County,2012,3346,Texas
2440,48387,Red River County,2012,12710,Texas
2441,48389,Reeves County,2012,14207,Texas
2442,48391,Refugio County,2012,7305,Texas
2443,48393,Roberts County,2012,923,Texas
2444,48395,Robertson County,2012,16767,Texas
2445,48397,Rockwall County,2012,83291,Texas
2446,48399,Runnels County,2012,10445,Texas
2447,48401,Rusk County,2012,53561,Texas
2448,48403,Sabine County,2012,10782,Texas
2449,48405,San Augustine County,2012,8721,Texas
2450,48407,San Jacinto County,2012,26897,Texas
2451,48409,San Patricio County,2012,65266,Texas
2452,48411,San Saba County,2012,6113,Texas
2453,48413,Schleicher County,2012,3335,Texas
2454,48415,Scurry County,2012,16907,Texas
2455,48417,Shackelford County,2012,3351,Texas
2456,48419,Shelby County,2012,25441,Texas
2457,48421,Sherman County,2012,3044,Texas
2458,48423,Smith County,2012,214279,Texas
2459,48425,Somervell County,2012,8607,Texas
2460,48427,Starr County,2012,61758,Texas
2461,48429,Stephens County,2012,9586,Texas
2462,48431,Sterling County,2012,1180,Texas
2463,48433,Stonewall County,2012,1461,Texas
2464,48435,Sutton County,2012,4045,Texas
2465,48437,Swisher County,2012,7770,Texas
2466,48439,Tarrant County,2012,1871605,Texas
2467,48441,Taylor County,2012,132870,Texas
2468,48443,Terrell County,2012,948,Texas
2469,48445,Terry County,2012,12570,Texas
2470,48447,Throckmorton County,2012,1613,Texas
2471,48449,Titus County,2012,32489,Texas
2472,48451,Tom Green County,2012,111997,Texas
2473,48453,Travis County,2012,1074302,Texas
2474,48455,Trinity County,2012,14689,Texas
2475,48457,Tyler County,2012,21745,Texas
2476,48459,Upshur County,2012,39747,Texas
2477,48461,Upton County,2012,3420,Texas
2478,48463,Uvalde County,2012,26503,Texas
2479,48465,Val Verde County,2012,48952,Texas
2480,48467,Van Zandt County,2012,53328,Texas
2481,48469,Victoria County,2012,87957,Texas
2482,48471,Walker County,2012,68887,Texas
2483,48473,Waller County,2012,45465,Texas
2484,48475,Ward County,2012,10894,Texas
2485,48477,Washington County,2012,34009,Texas
2486,48479,Webb County,2012,255994,Texas
2487,48481,Wharton County,2012,41355,Texas
2488,48483,Wheeler County,2012,5358,Texas
2489,48485,Wichita County,2012,131753,Texas
2490,48487,Wilbarger County,2012,13376,Texas
2491,48489,Willacy County,2012,21998,Texas
2492,48491,Williamson County,2012,454549,Texas
2493,48493,Wilson County,2012,44537,Texas
2494,48495,Winkler County,2012,7245,Texas
2495,48497,Wise County,2012,61145,Texas
2496,48499,Wood County,2012,42663,Texas
2497,48501,Yoakum County,2012,8037,Texas
2498,48503,Young County,2012,18437,Texas
2499,48505,Zapata County,2012,14056,Texas
2500,48507,Zavala County,2012,11745,Texas
2502,53001,Adams County,2012,18957,Washington
2503,53003,Asotin County,2012,21842,Washington
2504,53005,Benton County,2012,181104,Washington
2505,53007,Chelan County,2012,73476,Washington
2506,53009,Clallam County,2012,72589,Washington
2507,53011,Clark County,2012,437914,Washington
2508,53013,Columbia County,2012,4073,Washington
2509,53015,Cowlitz County,2012,103870,Washington
2510,53017,Douglas County,2012,39422,Washington
2511,53019,Ferry County,2012,7575,Washington
2512,53021,Franklin County,2012,81759,Washington
2513,53023,Garfield County,2012,2261,Washington
2514,53025,Grant County,2012,90947,Washington
2515,53027,Grays Harbor County,2012,73043,Washington
2516,53029,Island County,2012,79830,Washington
2517,53031,Jefferson County,2012,30284,Washington
2518,53033,King County,2012,1998374,Washington
2519,53035,Kitsap County,2012,255290,Washington
2520,53037,Kittitas County,2012,42343,Washington
2521,53039,Klickitat County,2012,20714,Washington
2522,53041,Lewis County,2012,76378,Washington
2523,53043,Lincoln County,2012,10607,Washington
2524,53045,Mason County,2012,61762,Washington
2525,53047,Okanogan County,2012,41342,Washington
2526,53049,Pacific County,2012,21167,Washington
2527,53051,Pend Oreille County,2012,13134,Washington
2528,53053,Pierce County,2012,816568,Washington
2529,53055,San Juan County,2012,16071,Washington
2530,53057,Skagit County,2012,119407,Washington
2531,53059,Skamania County,2012,11259,Washington
2532,53061,Snohomish County,2012,735874,Washington
2533,53063,Spokane County,2012,480873,Washington
2534,53065,Stevens County,2012,43909,Washington
2535,53067,Thurston County,2012,259850,Washington
2536,53069,Wahkiakum County,2012,4078,Washington
2537,53071,Walla Walla County,2012,59256,Washington
2538,53073,Whatcom County,2012,206599,Washington
2539,53075,Whitman County,2012,45892,Washington
2540,53077,Yakima County,2012,245063,Washington
2542,12001,Alachua County,2013,254876,Florida
2543,12003,Baker County,2013,27528,Florida
2544,12005,Bay County,2013,174330,Florida
2545,12007,Bradford County,2013,28257,Florida
2546,12009,Brevard County,2013,561197,Florida
2547,12011,Broward County,2013,1815850,Florida
2548,12013,Calhoun County,2013,14612,Florida
2549,12015,Charlotte County,2013,168308,Florida
2550,12017,Citrus County,2013,143462,Florida
2551,12019,Clay County,2013,199267,Florida
2552,12021,Collier County,2013,340510,Florida
2553,12023,Columbia County,2013,68518,Florida
2554,12027,DeSoto County,2013,35737,Florida
2555,12029,Dixie County,2013,16514,Florida
2556,12031,Duval County,2013,892905,Florida
2557,12033,Escambia County,2013,303591,Florida
2558,12035,Flagler County,2013,101157,Florida
2559,12037,Franklin County,2013,11611,Florida
2560,12039,Gadsden County,2013,47127,Florida
2561,12041,Gilchrist County,2013,17379,Florida
2562,12043,Glades County,2013,13162,Florida
2563,12045,Gulf County,2013,15962,Florida
2564,12047,Hamilton County,2013,14636,Florida
2565,12049,Hardee County,2013,27569,Florida
2566,12051,Hendry County,2013,39947,Florida
2567,12053,Hernando County,2013,178806,Florida
2568,12055,Highlands County,2013,100998,Florida
2569,12057,Hillsborough County,2013,1298414,Florida
2570,12059,Holmes County,2013,19775,Florida
2571,12061,Indian River County,2013,144489,Florida
2572,12063,Jackson County,2013,49275,Florida
2573,12065,Jefferson County,2013,14602,Florida
2574,12067,Lafayette County,2013,8824,Florida
2575,12069,Lake County,2013,316866,Florida
2576,12071,Lee County,2013,664039,Florida
2577,12073,Leon County,2013,281156,Florida
2578,12075,Levy County,2013,40790,Florida
2579,12077,Liberty County,2013,8395,Florida
2580,12079,Madison County,2013,18996,Florida
2581,12081,Manatee County,2013,346871,Florida
2582,12083,Marion County,2013,340858,Florida
2583,12085,Martin County,2013,151538,Florida
2584,12086,Miami-Dade County,2013,2585869,Florida
2585,12087,Monroe County,2013,73735,Florida
2586,12089,Nassau County,2013,77484,Florida
2587,12091,Okaloosa County,2013,189639,Florida
2588,12093,Okeechobee County,2013,40509,Florida
2589,12095,Orange County,2013,1224184,Florida
2590,12097,Osceola County,2013,301785,Florida
2591,12099,Palm Beach County,2013,1375403,Florida
2592,12101,Pasco County,2013,489678,Florida
2593,12103,Pinellas County,2013,936296,Florida
2594,12105,Polk County,2013,637401,Florida
2595,12107,Putnam County,2013,74299,Florida
2596,12109,St. Johns County,2013,211443,Florida
2597,12111,St. Lucie County,2013,291879,Florida
2598,12113,Santa Rosa County,2013,160697,Florida
